Name,Type1,Type2,BST,HP,Attack,Defense,SpAtk,SpDef,Speed,Generation,Personality,Hardy,Lonely,Adamant,Naughty,Brave,Bold,Docile,Impish,Lax,Relaxed,Modest,Mild,Bashful,Rash,Quiet,Calm,Gentle,Careful,Quirky,Sassy,Timid,Hasty,Jolly,Naive,Serious,,AtkAverage,DefAverage,SpAAverage,SpDAverage,SpAverage,,AtkRank,DefRank,SpARank,SpDAverage,SpAverage
Infernape,Fire,Fighting,534,76,104,71,104,71,108,4,Hasty,4.9,6.2,0.0,6.2,-0.7,-6.2,3.3,-6.2,0.0,-6.9,0.0,6.2,4.9,6.2,-0.7,0.0,6.2,4.9,6.2,-0.7,0.7,6.9,0.7,6.9,5.1,,3.30,-3.19,3.30,3.30,4.08,,2,5,2,2,1
Piplup,Water, ,314,53,51,53,61,56,40,4,Quiet,4.1,-0.6,-3.2,-1.6,3.5,0.6,4.2,-2.5,-1.0,4.1,3.2,2.5,4.9,1.6,6.7,3.2,2.5,4.9,1.6,6.7,-3.5,-4.1,-6.7,-5.1,3.2,,0.43,1.10,3.77,3.77,-3.25,,4,3,1,1,5
Prinplup,Water, ,405,64,66,68,81,76,50,4,Quiet,4.1,-0.5,-3.7,-2.5,4.0,0.5,4.2,-3.2,-2.0,4.4,3.7,3.2,5.0,1.2,7.7,3.7,3.2,5.0,1.2,7.7,-4.0,-4.4,-7.7,-6.4,3.1,,0.27,0.79,4.16,4.16,-3.88,,4,3,1,1,5
Empoleon,Water,Steel,530,84,86,88,111,101,60,4,Quiet,4.1,-0.4,-4.7,-2.8,4.9,0.4,4.2,-4.3,-2.5,5.3,4.7,4.3,5.2,1.9,9.6,4.7,4.3,5.2,1.9,9.6,-4.9,-5.3,-9.6,-7.7,2.8,,0.21,0.60,5.16,5.16,-4.94,,4,3,1,1,5
Starly,Normal,Flying,245,40,55,30,30,30,60,4,Hasty,5.6,10.2,10.2,10.2,-2.0,-10.2,3.1,0.0,0.0,-12.2,-10.2,0.0,3.1,0.0,-12.2,-10.2,0.0,3.1,0.0,-12.2,2.0,12.2,12.2,12.2,6.1,,6.84,-3.88,-3.88,-3.88,8.98,,2,3,3,3,1
Staravia,Normal,Flying,340,55,75,50,40,40,80,4,Jolly,5.5,7.4,10.3,10.3,-1.5,-7.4,3.7,2.9,2.9,-8.8,-10.3,-2.9,2.9,0.0,-11.8,-10.3,-2.9,2.9,0.0,-11.8,1.5,8.8,11.8,11.8,5.9,,6.40,-1.32,-4.41,-4.41,7.94,,2,3,4,4,1
Staraptor,Normal,Flying,485,85,120,70,50,60,100,4,Adamant,6.2,10.3,14.4,12.4,4.1,-10.3,3.6,4.1,2.1,-6.2,-14.4,-4.1,2.6,-2.1,-10.3,-14.4,-4.1,2.6,-2.1,-10.3,-4.1,6.2,10.3,8.2,5.2,,9.48,-1.34,-5.67,-5.67,5.15,,1,3,4,4,2
Bidoof,Normal, ,250,59,45,40,35,40,31,4,Brave,4.5,2.0,4.0,2.0,5.6,-2.0,4.0,2.0,0.0,3.6,-4.0,-2.0,3.5,-2.0,1.6,-4.0,-2.0,3.5,-2.0,1.6,-5.6,-3.6,-1.6,-3.6,3.1,,3.62,1.52,-0.58,-0.58,-2.26,,1,2,3,3,5
Bibarel,Normal,Water,410,79,85,60,55,60,71,4,Adamant,5.2,6.1,7.3,6.1,3.4,-6.1,3.7,1.2,0.0,-2.7,-7.3,-1.2,3.4,-1.2,-3.9,-7.3,-1.2,3.4,-1.2,-3.9,-3.4,2.7,3.9,2.7,4.3,,5.62,-0.78,-2.06,-2.06,2.04,,1,3,4,4,2
Kricketot,Bug, ,194,37,25,41,25,41,25,4,Bold,3.2,-8.2,0.0,-8.2,0.0,8.2,5.3,8.2,0.0,8.2,0.0,-8.2,3.2,-8.2,0.0,0.0,-8.2,3.2,-8.2,0.0,0.0,-8.2,0.0,-8.2,3.2,,-2.65,6.01,-2.65,-2.65,-2.65,,2,1,2,2,2
Kricketune,Bug, ,384,77,85,51,55,51,65,4,Lonely,5.5,8.9,7.8,8.9,5.2,-8.9,3.3,-1.0,0.0,-3.6,-7.8,1.0,3.6,1.0,-2.6,-7.8,1.0,3.6,1.0,-2.6,-5.2,3.6,2.6,3.6,4.2,,7.25,-2.04,-0.95,-0.95,1.78,,1,5,3,3,2
Shinx,Electric, ,263,45,65,34,40,34,45,4,Lonely,6.2,11.8,9.5,11.8,7.6,-11.8,3.2,-2.3,0.0,-4.2,-9.5,2.3,3.8,2.3,-1.9,-9.5,2.3,3.8,2.3,-1.9,-7.6,4.2,1.9,4.2,4.3,,9.37,-3.00,-0.61,-0.61,1.39,,1,5,3,3,2
Luxio,Electric, ,363,60,85,49,60,49,60,4,Lonely,5.9,9.9,6.9,9.9,6.9,-9.9,3.4,-3.0,0.0,-3.0,-6.9,3.0,4.1,3.0,0.0,-6.9,3.0,4.1,3.0,0.0,-6.9,3.0,0.0,3.0,4.1,,7.89,-2.52,0.66,0.66,0.66,,1,5,2,2,2
Luxray,Electric, ,523,80,120,79,95,79,70,4,Brave,5.7,7.8,4.8,7.8,9.6,-7.8,3.8,-3.1,0.0,1.7,-4.8,3.1,4.5,3.1,4.8,-4.8,3.1,4.5,3.1,4.8,-9.6,-1.7,-4.8,-1.7,3.3,,7.15,-1.08,2.13,2.13,-2.89,,1,4,2,2,5
Budew,Grass,Poison,280,40,30,35,50,70,55,4,Timid,2.7,-1.8,-7.1,-14.3,-8.9,1.8,3.1,-5.4,-12.5,-7.1,7.1,5.4,4.5,-7.1,-1.8,7.1,5.4,4.5,-7.1,-1.8,8.9,7.1,1.8,-5.4,4.9,,-5.89,-4.02,1.61,1.61,3.48,,5,4,2,2,1
Roserade,Grass,Poison,515,60,70,65,125,105,90,4,Mild,3.4,1.0,-10.7,-6.8,-3.9,-1.0,3.2,-11.7,-7.8,-4.9,10.7,11.7,6.1,3.9,6.8,10.7,11.7,6.1,3.9,6.8,3.9,4.9,-6.8,-2.9,4.4,,-3.40,-4.42,7.82,7.82,0.68,,4,5,1,1,3
Cranidos,Rock, ,350,67,125,40,30,30,58,4,Adamant,8.9,24.3,27.1,27.1,19.1,-24.3,2.9,2.9,2.9,-5.1,-27.1,-2.9,2.1,0.0,-8.0,-27.1,-2.9,2.1,0.0,-8.0,-19.1,5.1,8.0,8.0,4.1,,21.33,-4.17,-7.17,-7.17,1.23,,1,3,4,4,2
Rampardos,Rock, ,495,97,165,60,65,50,58,4,Naughty,8.3,21.2,20.2,23.2,21.6,-21.2,3.0,-1.0,2.0,0.4,-20.2,1.0,3.3,3.0,1.4,-20.2,1.0,3.3,3.0,1.4,-21.6,-0.4,-1.4,1.6,2.9,,18.92,-3.35,-2.29,-2.29,-3.78,,1,4,2,2,5
Shieldon,Rock,Steel,350,30,42,118,42,88,30,4,Relaxed,3.0,-21.7,0.0,-13.1,3.4,21.7,8.4,21.7,8.6,25.1,0.0,-21.7,3.0,-13.1,3.4,0.0,-21.7,3.0,-13.1,3.4,-3.4,-25.1,-3.4,-16.6,2.1,,-5.69,17.11,-5.69,-5.69,-9.29,,2,1,2,2,5
Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,Relaxed,2.6,-23.4,1.0,-17.4,4.4,23.4,8.5,24.4,6.1,27.9,-1.0,-24.4,2.4,-18.4,3.4,-1.0,-24.4,2.4,-18.4,3.4,-4.4,-27.9,-3.4,-21.8,1.5,,-6.55,18.06,-7.61,-7.61,-11.21,,2,1,3,3,5
Burmy,Bug, ,224,40,29,45,29,45,36,4,Bold,3.2,-7.1,0.0,-7.1,-3.1,7.1,5.0,7.1,0.0,4.0,0.0,-7.1,3.2,-7.1,-3.1,0.0,-7.1,3.2,-7.1,-3.1,3.1,-4.0,3.1,-4.0,4.0,,-2.83,4.67,-2.83,-2.83,0.45,,3,1,3,3,2
Burmy,Bug, ,224,40,29,45,29,45,36,4,Bold,3.2,-7.1,0.0,-7.1,-3.1,7.1,5.0,7.1,0.0,4.0,0.0,-7.1,3.2,-7.1,-3.1,0.0,-7.1,3.2,-7.1,-3.1,3.1,-4.0,3.1,-4.0,4.0,,-2.83,4.67,-2.83,-2.83,0.45,,3,1,3,3,2
Burmy,Bug, ,224,40,29,45,29,45,36,4,Bold,3.2,-7.1,0.0,-7.1,-3.1,7.1,5.0,7.1,0.0,4.0,0.0,-7.1,3.2,-7.1,-3.1,0.0,-7.1,3.2,-7.1,-3.1,3.1,-4.0,3.1,-4.0,4.0,,-2.83,4.67,-2.83,-2.83,0.45,,3,1,3,3,2
Wormadam,Bug,Grass,424,60,59,85,79,105,36,4,Relaxed,3.5,-6.1,-4.7,-10.8,5.4,6.1,5.0,1.4,-4.7,11.6,4.7,-1.4,4.7,-6.1,10.1,4.7,-1.4,4.7,-6.1,10.1,-5.4,-11.6,-10.1,-16.3,2.1,,-2.56,3.88,2.39,2.39,-8.25,,4,1,2,2,5
Wormadam,Bug,Ground,424,60,79,105,59,85,36,4,Relaxed,4.7,-6.1,4.7,-1.4,10.1,6.1,6.2,10.8,4.7,16.3,-4.7,-10.8,3.5,-6.1,5.4,-4.7,-10.8,3.5,-6.1,5.4,-10.1,-16.3,-5.4,-11.6,2.1,,2.39,8.83,-2.56,-2.56,-8.25,,2,1,3,3,5
Wormadam,Bug,Steel,424,60,69,95,69,95,36,4,Relaxed,4.1,-6.1,0.0,-6.1,7.8,6.1,5.6,6.1,0.0,13.9,0.0,-6.1,4.1,-6.1,7.8,0.0,-6.1,4.1,-6.1,7.8,-7.8,-13.9,-7.8,-13.9,2.1,,-0.08,6.36,-0.08,-0.08,-8.25,,2,1,2,2,5
Mothim,Bug,Flying,424,70,94,50,94,50,66,4,Lonely,5.5,10.4,0.0,10.4,6.6,-10.4,2.9,-10.4,0.0,-3.8,0.0,10.4,5.5,10.4,6.6,0.0,10.4,5.5,10.4,6.6,-6.6,3.8,-6.6,3.8,3.9,,6.58,-4.32,6.58,6.58,-0.35,,1,5,1,1,4
Combee,Bug,Flying,244,30,30,42,30,42,70,4,Timid,3.1,-4.9,0.0,-4.9,-16.4,4.9,4.3,4.9,0.0,-11.5,0.0,-4.9,3.1,-4.9,-16.4,0.0,-4.9,3.1,-4.9,-16.4,16.4,11.5,16.4,11.5,7.2,,-4.63,0.53,-4.63,-4.63,12.58,,3,2,3,3,1
Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,Relaxed,4.2,-4.6,0.0,-4.6,8.4,4.6,5.4,4.6,0.0,13.1,0.0,-4.6,4.2,-4.6,8.4,0.0,-4.6,4.2,-4.6,8.4,-8.4,-13.1,-8.4,-13.1,2.1,,0.68,5.55,0.68,0.68,-8.19,,2,1,2,2,5
Pachirisu,Electric, ,405,60,45,70,45,90,95,4,Timid,2.8,-6.2,0.0,-11.1,-12.3,6.2,4.3,6.2,-4.9,-6.2,0.0,-6.2,2.8,-11.1,-12.3,0.0,-6.2,2.8,-11.1,-12.3,12.3,6.2,12.3,1.2,5.9,,-5.37,1.11,-5.37,-5.37,7.59,,3,2,3,3,1
Buizel,Water, ,330,55,65,35,60,30,85,4,Naive,4.9,9.1,1.5,10.6,-6.1,-9.1,2.7,-7.6,1.5,-15.2,-1.5,7.6,4.5,9.1,-7.6,-1.5,7.6,4.5,9.1,-7.6,6.1,15.2,7.6,16.7,6.4,,4.02,-5.53,2.42,2.42,10.38,,2,5,3,3,1
Floatzel,Water, ,495,85,105,55,85,50,115,4,Naive,5.3,10.1,4.0,11.1,-2.0,-10.1,2.8,-6.1,1.0,-12.1,-4.0,6.1,4.3,7.1,-6.1,-4.0,6.1,4.3,7.1,-6.1,2.0,12.1,6.1,13.1,5.8,,5.71,-4.90,1.46,1.46,7.83,,2,5,3,3,1
Cherubi,Grass, ,275,45,35,45,62,53,35,4,Modest,3.2,-3.6,-9.8,-6.5,0.0,3.6,4.1,-6.2,-2.9,3.6,9.8,6.2,5.6,3.3,9.8,9.8,6.2,5.6,3.3,9.8,0.0,-3.6,-9.8,-6.5,3.2,,-3.36,0.45,6.95,6.95,-3.36,,5,3,1,1,4
Cherrim,Grass, ,450,70,60,70,87,78,85,4,Modest,3.3,-2.2,-6.0,-4.0,-5.6,2.2,3.9,-3.8,-1.8,-3.3,6.0,3.8,4.8,2.0,0.4,6.0,3.8,4.8,2.0,0.4,5.6,3.3,-0.4,1.6,4.7,,-2.89,-0.56,3.41,3.41,2.94,,5,4,1,1,3
Shellos,Water, ,325,76,48,48,57,62,34,4,Quiet,3.7,0.0,-2.8,-4.3,4.3,0.0,3.7,-2.8,-4.3,4.3,2.8,2.8,4.4,-1.5,7.1,2.8,2.8,4.4,-1.5,7.1,-4.3,-4.3,-7.1,-8.6,2.6,,0.18,0.18,3.09,3.09,-4.34,,3,3,1,1,5
Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,Quiet,4.4,3.2,-1.9,0.2,9.3,-3.2,3.6,-5.1,-2.9,6.1,1.9,5.1,4.8,2.1,11.2,1.9,5.1,4.8,2.1,11.2,-9.3,-6.1,-11.2,-9.1,2.1,,3.02,-0.29,5.01,5.01,-6.71,,3,4,1,1,5
Ambipom,Normal, ,482,75,100,66,60,66,115,4,Jolly,5.2,7.1,8.3,7.1,-3.1,-7.1,3.4,1.2,0.0,-10.2,-8.3,-1.2,3.1,-1.2,-11.4,-8.3,-1.2,3.1,-1.2,-11.4,3.1,10.2,11.4,10.2,6.0,,4.90,-2.51,-3.82,-3.82,8.16,,2,3,4,4,1
Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,Hasty,3.6,4.6,-2.9,1.7,-5.7,-4.6,2.4,-7.5,-2.9,-10.3,2.9,7.5,4.3,4.6,-2.9,2.9,7.5,4.3,4.6,-2.9,5.7,10.3,2.9,7.5,5.0,,0.26,-4.57,3.28,3.28,6.29,,4,5,2,2,1
Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,Mild,4.0,7.2,-2.0,5.2,0.0,-7.2,2.2,-9.2,-2.0,-7.2,2.0,9.2,4.5,7.2,2.0,2.0,9.2,4.5,7.2,2.0,0.0,7.2,-2.0,5.2,4.0,,2.89,-4.70,5.00,5.00,2.89,,3,5,1,1,3
Buneary,Normal, ,350,55,66,44,44,56,85,4,Hasty,4.7,6.3,6.3,2.9,-5.4,-6.3,3.1,0.0,-3.4,-11.7,-6.3,0.0,3.1,-3.4,-11.7,-6.3,0.0,3.1,-3.4,-11.7,5.4,11.7,11.7,8.3,6.1,,2.94,-3.66,-3.66,-3.66,8.64,,2,3,3,3,1
Lopunny,Normal, ,480,65,76,84,54,96,105,4,Jolly,4.0,-1.7,4.6,-4.2,-6.0,1.7,4.4,6.3,-2.5,-4.4,-4.6,-6.3,2.8,-8.8,-10.6,-4.6,-6.3,2.8,-8.8,-10.6,6.0,4.4,10.6,1.9,5.5,,-0.67,1.08,-5.48,-5.48,5.68,,3,2,4,4,1
Mismagius,Ghost, ,495,60,60,60,105,105,105,4,Modest,3.0,0.0,-9.1,-9.1,-9.1,0.0,3.0,-9.1,-9.1,-9.1,9.1,9.1,5.3,0.0,0.0,9.1,9.1,5.3,0.0,0.0,9.1,9.1,0.0,0.0,5.3,,-4.85,-4.85,4.70,4.70,4.70,,4,4,1,1,1
Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,Lonely,6.2,14.5,4.0,14.5,10.7,-14.5,2.6,-10.5,0.0,-3.8,-4.0,10.5,5.2,10.5,6.7,-4.0,10.5,5.2,10.5,6.7,-10.7,3.8,-6.7,3.8,3.5,,9.95,-5.23,5.79,5.79,-1.28,,1,5,2,2,4
Glameow,Normal, ,310,49,55,42,42,37,85,4,Naive,4.4,4.2,4.2,5.8,-9.7,-4.2,3.4,0.0,1.6,-13.9,-4.2,0.0,3.4,1.6,-13.9,-4.2,0.0,3.4,1.6,-13.9,9.7,13.9,13.9,15.5,6.9,,1.79,-2.61,-2.61,-2.61,11.95,,2,3,3,3,1
Purugly,Normal, ,452,71,82,64,64,59,112,4,Naive,4.5,4.0,4.0,5.1,-6.6,-4.0,3.5,0.0,1.1,-10.6,-4.0,0.0,3.5,1.1,-10.6,-4.0,0.0,3.5,1.1,-10.6,6.6,10.6,10.6,11.7,6.2,,2.19,-1.99,-1.99,-1.99,9.16,,2,3,3,3,1
Chingling,Psychic, ,285,45,30,50,65,50,45,4,Modest,2.6,-7.0,-12.3,-7.0,-5.3,7.0,4.4,-5.3,0.0,1.8,12.3,5.3,5.7,5.3,7.0,12.3,5.3,5.7,5.3,7.0,5.3,-1.8,-7.0,-1.8,3.9,,-5.79,1.58,7.11,7.11,-0.26,,5,3,1,1,4
Stunky,Poison,Dark,329,63,63,47,41,41,74,4,Jolly,4.8,4.9,6.7,6.7,-3.3,-4.9,3.6,1.8,1.8,-8.2,-6.7,-1.8,3.1,0.0,-10.0,-6.7,-1.8,3.1,0.0,-10.0,3.3,8.2,10.0,10.0,5.6,,3.94,-1.17,-3.09,-3.09,7.45,,2,3,4,4,1
Skuntank,Poison,Dark,479,103,93,67,71,61,84,4,Naughty,4.9,5.4,4.6,6.7,1.9,-5.4,3.5,-0.8,1.3,-3.5,-4.6,0.8,3.7,2.1,-2.7,-4.6,0.8,3.7,2.1,-2.7,-1.9,3.5,2.7,4.8,4.4,,4.69,-1.01,-0.14,-0.14,2.71,,1,5,3,3,2
Bronzor,Steel,Psychic,300,57,24,86,24,86,23,4,Relaxed,2.0,-20.7,0.0,-20.7,0.3,20.7,7.2,20.7,0.0,21.0,0.0,-20.7,2.0,-20.7,0.3,0.0,-20.7,2.0,-20.7,0.3,-0.3,-21.0,-0.3,-21.0,1.9,,-7.80,13.90,-7.80,-7.80,-8.15,,2,1,2,2,5
Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,Relaxed,4.5,-5.4,2.0,-5.4,11.2,5.4,5.8,7.4,0.0,16.6,-2.0,-7.4,4.0,-7.4,9.2,-2.0,-7.4,4.0,-7.4,9.2,-11.2,-16.6,-9.2,-16.6,1.7,,1.37,7.04,-0.73,-0.73,-10.39,,2,1,3,3,5
Bonsly,Rock, ,290,50,80,95,10,45,10,4,Impish,6.9,-5.2,24.1,12.1,24.1,5.2,8.2,29.3,17.2,29.3,-24.1,-29.3,0.9,-12.1,0.0,-24.1,-29.3,0.9,-12.1,0.0,-24.1,-29.3,0.0,-12.1,0.9,,12.41,17.84,-12.93,-12.93,-12.93,,2,1,3,3,3
Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,4,Modest,2.0,-6.5,-14.5,-21.0,-11.3,6.5,3.6,-8.1,-14.5,-4.8,14.5,8.1,5.6,-6.5,3.2,14.5,8.1,5.6,-6.5,3.2,11.3,4.8,-3.2,-9.7,4.8,,-10.24,-3.47,5.00,5.00,1.61,,5,4,1,1,3
Happiny,Normal, ,220,100,5,5,15,65,30,4,Timid,0.6,0.0,-4.5,-27.3,-11.4,0.0,0.6,-4.5,-27.3,-11.4,4.5,4.5,1.7,-22.7,-6.8,4.5,4.5,1.7,-22.7,-6.8,11.4,11.4,6.8,-15.9,3.4,,-8.52,-8.52,-3.75,-3.75,3.41,,4,4,2,2,1
Chatot,Normal,Flying,411,76,65,45,92,42,91,4,Rash,4.0,4.9,-6.6,5.6,-6.3,-4.9,2.7,-11.4,0.7,-11.2,6.6,11.4,5.6,12.2,0.2,6.6,11.4,5.6,12.2,0.2,6.3,11.2,-0.2,11.9,5.5,,0.30,-4.81,7.20,7.20,6.95,,4,5,1,1,3
Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,4,Relaxed,4.7,-3.3,0.0,-3.3,11.8,3.3,5.6,3.3,0.0,15.1,0.0,-3.3,4.7,-3.3,11.8,0.0,-3.3,4.7,-3.3,11.8,-11.8,-15.1,-11.8,-15.1,1.8,,1.98,5.44,1.98,1.98,-10.36,,2,1,2,2,5
Gible,Dragon,Ground,300,58,70,45,40,45,42,4,Adamant,5.8,8.3,10.0,8.3,9.3,-8.3,3.8,1.7,0.0,1.0,-10.0,-1.7,3.3,-1.7,-0.7,-10.0,-1.7,3.3,-1.7,-0.7,-9.3,-1.0,0.7,-1.0,3.5,,8.37,-0.38,-2.13,-2.13,-1.43,,1,2,4,4,3
Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,Adamant,5.5,6.1,9.8,8.5,2.0,-6.1,4.0,3.7,2.4,-4.1,-9.8,-3.7,3.0,-1.2,-7.8,-9.8,-3.7,3.0,-1.2,-7.8,-2.0,4.1,7.8,6.6,5.0,,6.37,-0.04,-3.88,-3.88,4.32,,1,3,4,4,2
Garchomp,Dragon,Ground,600,108,130,95,80,85,102,4,Adamant,5.4,5.8,8.3,7.5,4.7,-5.8,4.0,2.5,1.7,-1.2,-8.3,-2.5,3.3,-0.8,-3.7,-8.3,-2.5,3.3,-0.8,-3.7,-4.7,1.2,3.7,2.8,4.3,,6.35,0.22,-2.40,-2.40,1.45,,1,3,4,4,2
Munchlax,Normal, ,390,135,85,40,40,85,5,4,Brave,5.4,11.5,11.5,0.0,20.5,-11.5,2.6,0.0,-11.5,9.0,-11.5,0.0,2.6,-11.5,9.0,-11.5,0.0,2.6,-11.5,9.0,-20.5,-9.0,-9.0,-20.5,0.3,,9.81,-2.31,-2.31,-2.31,-11.73,,1,2,2,2,5
Riolu,Fighting, ,285,40,70,40,35,40,60,4,Adamant,6.1,10.5,12.3,10.5,3.5,-10.5,3.5,1.8,0.0,-7.0,-12.3,-1.8,3.1,-1.8,-8.8,-12.3,-1.8,3.1,-1.8,-8.8,-3.5,7.0,8.8,7.0,5.3,,8.60,-2.46,-4.30,-4.30,4.91,,1,3,4,4,2
Lucario,Fighting,Steel,525,70,110,70,115,70,90,4,Mild,5.2,7.6,-1.0,7.6,3.8,-7.6,3.3,-8.6,0.0,-3.8,1.0,8.6,5.5,8.6,4.8,1.0,8.6,5.5,8.6,4.8,-3.8,3.8,-4.8,3.8,4.3,,4.67,-3.33,5.67,5.67,0.67,,3,5,1,1,4
Hippopotas,Ground, ,330,68,72,78,38,42,32,4,Relaxed,5.5,-1.8,10.3,9.1,12.1,1.8,5.9,12.1,10.9,13.9,-10.3,-12.1,2.9,-1.2,1.8,-10.3,-12.1,2.9,-1.2,1.8,-12.1,-13.9,-1.8,-3.0,2.4,,7.03,8.94,-3.79,-3.79,-5.70,,2,1,3,3,5
Hippowdon,Ground, ,525,108,112,118,68,72,47,4,Relaxed,5.3,-1.1,8.4,7.6,12.4,1.1,5.6,9.5,8.8,13.5,-8.4,-9.5,3.2,-0.8,4.0,-8.4,-9.5,3.2,-0.8,4.0,-12.4,-13.5,-4.0,-4.8,2.2,,6.51,7.71,-2.29,-2.29,-6.49,,2,1,3,3,5
Skorupi,Poison,Bug,330,40,50,90,30,55,65,4,Impish,3.8,-12.1,6.1,-1.5,-4.5,12.1,6.8,18.2,10.6,7.6,-6.1,-18.2,2.3,-7.6,-10.6,-6.1,-18.2,2.3,-7.6,-10.6,4.5,-7.6,10.6,3.0,4.9,,-1.67,11.06,-8.03,-8.03,3.11,,3,1,4,4,2
Drapion,Poison,Dark,500,70,90,110,60,75,95,4,Impish,4.5,-4.0,6.0,3.0,-1.0,4.0,5.5,10.0,7.0,3.0,-6.0,-10.0,3.0,-3.0,-7.0,-6.0,-10.0,3.0,-3.0,-7.0,1.0,-3.0,7.0,4.0,4.8,,1.70,5.90,-4.60,-4.60,2.75,,3,1,4,4,2
Croagunk,Poison,Fighting,300,48,61,40,61,40,50,4,Lonely,5.1,7.0,0.0,7.0,3.7,-7.0,3.3,-7.0,0.0,-3.3,0.0,7.0,5.1,7.0,3.7,0.0,7.0,5.1,7.0,3.7,-3.7,3.3,-3.7,3.3,4.2,,4.55,-2.80,4.55,4.55,0.70,,1,5,1,1,4
Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,Lonely,5.4,8.4,4.1,8.4,4.3,-8.4,3.3,-4.3,0.0,-4.1,-4.1,4.3,4.4,4.3,0.2,-4.1,4.3,4.4,4.3,0.2,-4.3,4.1,-0.2,4.1,4.3,,6.10,-2.68,1.82,1.82,1.60,,1,5,2,2,4
Carnivine,Grass, ,454,74,100,72,90,72,46,4,Brave,5.5,6.2,2.2,6.2,11.9,-6.2,4.0,-4.0,0.0,5.7,-2.2,4.0,5.0,4.0,9.7,-2.2,4.0,5.0,4.0,9.7,-11.9,-5.7,-9.7,-5.7,2.5,,6.39,-0.09,4.07,4.07,-6.10,,1,4,2,2,5
Finneon,Water, ,330,49,49,56,49,61,66,4,Timid,3.7,-2.1,0.0,-3.6,-5.2,2.1,4.2,2.1,-1.5,-3.0,0.0,-2.1,3.7,-3.6,-5.2,0.0,-2.1,3.7,-3.6,-5.2,5.2,3.0,5.2,1.5,5.0,,-1.44,0.79,-1.44,-1.44,3.97,,3,2,3,3,1
Lumineon,Water, ,460,69,69,76,69,86,91,4,Serious,3.8,-1.5,0.0,-3.7,-4.8,1.5,4.1,1.5,-2.2,-3.3,0.0,-1.5,3.8,-3.7,-4.8,0.0,-1.5,3.8,-3.7,-4.8,4.8,3.3,4.8,1.1,4.9,,-1.25,0.35,-1.25,-1.25,3.77,,3,2,3,3,1
Mantyke,Water,Flying,345,45,20,50,60,120,50,4,Modest,1.4,-8.7,-11.6,-29.0,-8.7,8.7,3.6,-2.9,-20.3,0.0,11.6,2.9,4.3,-17.4,2.9,11.6,2.9,4.3,-17.4,2.9,8.7,0.0,-2.9,-20.3,3.6,,-11.30,-2.17,0.87,0.87,-2.17,,5,3,1,1,3
Snover,Grass,Ice,334,60,62,50,62,60,40,4,Brave,4.6,3.6,0.0,0.6,6.6,-3.6,3.7,-3.6,-3.0,3.0,0.0,3.6,4.6,0.6,6.6,0.0,3.6,4.6,0.6,6.6,-6.6,-3.0,-6.6,-6.0,3.0,,3.08,-0.69,3.08,3.08,-3.83,,1,4,1,1,5
Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,Brave,4.7,3.4,0.0,1.4,6.5,-3.4,3.8,-3.4,-2.0,3.0,0.0,3.4,4.7,1.4,6.5,0.0,3.4,4.7,1.4,6.5,-6.5,-3.0,-6.5,-5.1,3.0,,3.20,-0.41,3.20,3.20,-3.60,,1,4,1,1,5
Weavile,Dark,Ice,510,70,120,65,45,85,125,4,Jolly,5.9,10.8,14.7,6.9,-1.0,-10.8,3.2,3.9,-3.9,-11.8,-14.7,-3.9,2.2,-7.8,-15.7,-14.7,-3.9,2.2,-7.8,-15.7,1.0,11.8,15.7,7.8,6.1,,7.45,-3.87,-7.99,-7.99,8.48,,2,3,4,4,1
Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,Quiet,3.3,-8.4,-11.2,-3.7,1.9,8.4,5.4,-2.8,4.7,10.3,11.2,2.8,6.1,7.5,13.1,11.2,2.8,6.1,7.5,13.1,-1.9,-10.3,-13.1,-5.6,2.8,,-3.64,5.19,8.13,8.13,-5.61,,4,3,1,1,5
Lickilicky,Normal, ,515,110,85,95,80,95,50,4,Relaxed,4.1,-1.9,1.0,-1.9,6.8,1.9,4.6,2.9,0.0,8.7,-1.0,-2.9,3.9,-2.9,5.8,-1.0,-2.9,3.9,-2.9,5.8,-6.8,-8.7,-5.8,-8.7,2.4,,1.60,3.64,0.58,0.58,-5.53,,2,1,3,3,5
Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,Brave,6.5,1.9,15.9,15.9,18.7,-1.9,6.1,14.0,14.0,16.8,-15.9,-14.0,2.6,0.0,2.8,-15.9,-14.0,2.6,0.0,2.8,-18.7,-16.8,-2.8,-2.8,1.9,,11.78,9.81,-4.91,-4.91,-7.85,,1,2,3,3,5
